seqn,total_count
33731,729526
33732,2885824
33733,34827
33734,3587702
33736,1882313
33737,2772001
33738,1009889
33740,227014
33741,1086147
33743,1094
33745,1526309
33746,1499027
33747,1327842
33748,260620
33750,2133054
33753,1426346
33754,2040059
33755,3053
33756,1840870
33757,1173864
33761,1489160
33765,1665979
33768,425060
33770,116177
33771,1531923
33773,4186614
33774,98883
33777,2239526
33778,2942171
33779,95408
33780,1102789
33781,3942789
33782,3468316
33783,1402073
33784,1321405
33786,2770611
33787,1692635
33788,2221106
33789,786821
33790,2957201
33792,1036283
33793,795370
33796,617970
33797,621560
33798,2904535
33801,2851864
33802,3458537
33803,884745
33805,1068152
33806,1149097
33808,719060
33809,1119203
33810,1651483
33812,117403
33814,923578
33815,2657979
33816,2888183
33817,1384867
33818,5877840
33819,565627
33821,3492868
33823,1674512
33824,2371619
33825,1788749
33827,2453306
33828,2818427
33830,1625456
33831,2420417
33833,1691503
33835,2296713
33836,957649
33838,1239246
33839,1670522
33840,1566563
33841,182118
33842,1292063
33844,1909655
33845,1188378
33846,2708376
33847,1058569
33848,2959261
33850,528724
33851,3460401
33852,1126613
33853,793499
33854,1664493
33855,2176075
33857,1865954
33860,4043070
33861,729110
33863,2533802
33864,1595197
33866,1180379
33867,84234
33870,3044469
33871,548855
33872,1111360
33876,4527498
33877,1302654
33880,2723641
33884,3004857
33885,1907199
33886,1718457
33888,421068
33889,3131854
33890,2612669
33892,1327905
33894,1875692
33895,659021
33899,1096222
33900,2634381
33902,4234983
33904,832982
33910,1184520
33911,1030370
33912,700669
33913,1852535
33914,461230
33916,227463
33917,2415416
33918,1490550
33920,1212830
33922,411145
33924,943136
33926,3522966
33928,1711088
33929,2019948
33930,1445030
33931,1928405
33932,2346320
33934,1801027
33935,2035489
33936,2245816
33938,958601
33941,663360
33942,1498443
33944,993510
33945,726173
33947,2236286
33948,1320106
33949,5488220
33951,641714
33952,1409855
33954,1529739
33955,860577
33956,995368
33958,3625935
33959,1469398
33960,1114743
33961,703355
33963,1073516
33965,786
33966,580113
33967,2034389
33968,1824726
33969,789572
33971,1011848
33972,888473
33974,2762252
33975,868741
33976,1291734
33977,2003
33978,3465434
33981,615247
33982,3792010
33983,64145
33985,464928
33986,2086510
33987,1498896
33988,1027856
33989,6316408
33990,159801
33992,3228068
33993,2625771
33994,1889428
33995,1491354
33998,199637
34000,1058272
34001,251565
34002,645850
34003,2633934
34004,7326
34005,3623812
34006,946095
34007,2412846
34008,2946656
34009,1104987
34010,1217544
34011,662103
34012,731891
34013,9964
34014,2617703
34015,255178
34016,20999
34017,515698
34020,6659943
34021,847757
34022,2360688
34023,2431958
34026,2127749
34027,1597053
34028,2507352
34029,1247870
34030,2373934
34031,918121
34032,687971
34035,3845651
34036,227467
34037,1908013
34038,2391786
34040,327853
34041,993933
34042,965115
34043,701045
34044,3694353
34046,4033054
34047,1826496
34050,1402905
34051,1424732
34052,1306618
34054,1100550
34056,26084
34057,2809046
34058,936667
34059,1958949
34060,1210059
34061,1673304
34062,921418
34063,417679
34064,705688
34066,3474399
34067,3127489
34068,419048
34069,895733
34070,2447569
34071,3116075
34073,1587689
34074,609168
34078,846288
34079,1003116
34080,1907348
34082,1746152
34083,2219271
34084,608286
34085,1995612
34087,1291688
34088,1472684
34090,1667920
34091,2533348
34092,2293209
34093,724958
34094,1407178
34095,1364594
34096,801117
34097,1572709
34098,3798592
34099,6411
34100,1232273
34101,1786200
34102,2945256
34105,4002302
34107,1549645
34108,1031316
34109,1901273
34111,1839784
34113,3146019
34114,1668673
34116,985702
34117,2644389
34118,1845355
34120,1858925
34121,1990795
34122,732734
34123,2383781
34124,2256778
34126,912814
34127,553877
34128,2732433
34129,1294878
34131,1409905
34132,1902794
34133,2184225
34134,1176469
34135,1142940
34136,1281203
34137,376599
34138,1869537
34140,1626724
34141,1300055
34142,3266732
34144,3238302
34145,2727857
34146,4864853
34147,1273510
34148,1127655
34150,1356410
34151,10251210
34152,1244116
34154,1207750
34155,2408502
34156,2459805
34157,885313
34158,2043669
34161,1521901
34164,1076739
34165,1807536
34166,1755659
34167,185111
34168,391497
34169,1328623
34170,4011454
34171,3576872
34172,2395415
34173,238321
34175,593648
34176,1278542
34179,1940596
34180,1186321
34183,1714500
34184,24847
34186,1321659
34187,2352334
34188,1773265
34189,1167060
34191,2587698
34193,2959205
34194,1006089
34196,2632011
34198,2240599
34202,568324
34203,1011524
34204,3774469
34205,5433128
34206,1538710
34207,1931613
34209,1155968
34211,1347653
34212,1070680
34213,1189999
34214,2541383
34215,1284032
34217,2082438
34218,871498
34219,1146076
34220,1890616
34221,846668
34223,1987139
34225,3155230
34226,695002
34227,2507175
34228,1215439
34230,789030
34231,3260797
34233,2848105
34234,2655521
34239,635714
34240,2196643
34245,2643990
34247,1380347
34249,880284
34250,2763993
34251,2647640
34253,4577545
34254,1640410
34256,1625276
34263,1389581
34265,362903
34266,94699
34269,2449890
34272,403427
34273,2552705
34274,2277350
34275,2064189
34276,3810723
34277,40495
34278,2735791
34280,661484
34283,446322
34284,2213593
34286,3627640
34287,1151168
34288,1008437
34289,1490262
34290,2473647
34291,2432518
34292,997599
34293,718280
34294,1710777
34295,1222075
34299,3521930
34300,599421
34301,1801184
34302,1585894
34303,1459354
34304,3485818
34305,261917
34306,1569395
34310,781887
34312,1903756
34314,807037
34317,1168390
34318,380077
34319,103272
34325,1378463
34326,1126518
34327,891175
34328,1460304
34329,540049
34331,355721
34332,2422202
34333,2390988
34334,846292
34335,1096925
34336,1585884
34338,1744650
34339,1038543
34340,1363970
34341,2593837
34343,1750605
34344,1082632
34345,13130
34350,2291685
34352,241797
34353,1271023
34356,2717663
34358,1069638
34359,1068094
34360,3565077
34361,603778
34363,3300276
34364,1217069
34365,3139708
34366,2773812
34367,820727
34368,1855210
34370,272434
34371,1696519
34372,1521801
34373,937105
34374,728751
34375,1491563
34376,3087497
34377,855513
34378,4097490
34380,853061
34381,2079567
34382,3906020
34383,256000
34384,3223004
34387,3785772
34388,1575305
34389,3394891
34390,474738
34391,2519916
34393,2018471
34394,2011064
34395,1521529
34396,1760534
34397,880417
34398,1910256
34399,1914663
34401,993238
34402,949438
34403,4825830
34405,2631312
34406,648339
34407,1660207
34408,510579
34409,2127548
34410,992484
34411,2167534
34412,1096962
34415,812903
34416,645862
34417,1361905
34418,1732844
34419,992184
34420,1713724
34421,146001
34422,4080177
34423,1015682
34424,3429
34427,967468
34430,2769208
34431,2890075
34432,1662102
34433,1017200
34434,2163257
34435,1171157
34437,1716413
34438,2078979
34439,2385695
34443,2539239
34444,2603587
34448,3519605
34449,1898645
34450,3370593
34452,1950644
34454,1233421
34455,3990304
34456,1821594
34457,1066241
34458,3430533
34461,2022332
34462,366667
34463,2041838
34465,791701
34467,1955311
34469,16305
34470,2669518
34472,1794477
34473,1285656
34475,2175301
34477,1171997
34478,6547477
34479,1268106
34481,849128
34482,1175203
34483,2071607
34484,887358
34487,1577744
34488,1303155
34490,1834335
34498,1520514
34499,2571034
34500,1647106
34502,1824056
34504,1215211
34506,3061898
34507,950497
34508,389955
34509,1352613
34512,2787968
34513,3222339
34514,1779681
34515,559162
34516,598395
34517,3342087
34518,3349120
34520,1853332
34522,3026586
34523,1939458
34524,1998120
34525,4178975
34526,1955363
34527,1222196
34528,168141
34530,1833552
34534,1131584
34535,993971
34536,1270842
34541,2233198
34543,1023119
34544,2986535
34546,1147341
34547,453938
34548,3073
34551,1077642
34554,3435772
34555,1762296
34556,5261901
34557,2251543
34561,1501187
34562,1847399
34563,1680831
34565,565137
34566,2220833
34569,3434466
34570,624360
34571,941483
34572,1083510
34573,2949889
34574,1106381
34575,579457
34577,1124786
34578,1820460
34581,1886568
34582,27551
34590,1213168
34591,48594
34592,1287380
34593,2043569
34594,293244
34595,1143003
34596,199137
34597,2915607
34599,113576
34602,729150
34603,669955
34605,1312873
34606,1261736
34607,1396852
34608,1430259
34609,6012389
34612,3092482
34613,635206
34614,1505285
34615,934606
34617,1776847
34618,1921143
34619,3191734
34620,1661997
34621,716267
34622,3329702
34623,2402657
34624,1547754
34625,434994
34627,2207179
34628,1933083
34631,2687143
34632,4235280
34633,1461247
34635,1217948
34636,1072709
34637,1361841
34638,764036
34640,883110
34641,1060788
34642,1563454
34644,2067500
34647,1099032
34649,939829
34650,1623932
34653,2388359
34656,856547
34661,166416
34662,1835704
34663,934017
34667,109943
34669,4094696
34671,899099
34672,1290077
34673,43523
34675,498863
34677,2212328
34681,537996
34684,936740
34685,1695617
34687,779496
34689,3238663
34690,1465613
34692,2825059
34696,1700469
34698,2621834
34699,2633233
34700,2264552
34703,1214982
34705,806266
34707,1084275
34711,859480
34712,958281
34713,1102385
34714,1506806
34715,1054546
34716,2103704
34719,734208
34720,3370767
34724,2706783
34726,603593
34727,12606
34728,4719398
34729,1491999
34730,2927974
34731,3221001
34734,2272169
34735,1852216
34739,846628
34740,709816
34742,3170254
34743,215915
34744,1490867
34745,1640949
34748,157209
34750,2770137
34751,1429674
34753,2275620
34754,1708828
34756,1096451
34757,1953122
34759,2305182
34760,560119
34761,1445877
34762,2171916
34763,4493859
34766,3803049
34771,2506204
34773,2149558
34774,1523225
34775,651864
34776,1507163
34777,1449950
34778,1618664
34779,957637
34783,776641
34784,1698248
34785,297584
34786,121977
34787,2573224
34789,1542886
34790,1119408
34792,811053
34793,1858131
34794,768746
34795,1246836
34796,141381
34797,1861526
34801,2153775
34803,356402
34805,2600944
34807,195584
34808,1237711
34811,1467341
34812,1409530
34813,1607736
34815,1529875
34817,2731774
34818,3153568
34820,873677
34821,1136886
34822,112946
34824,9485
34825,2850277
34826,4604504
34827,534735
34828,2410986
34831,3810376
34832,218395
34833,872023
34834,438041
34835,1746774
34838,347576
34841,1424770
34842,2938305
34844,602021
34845,559490
34846,1579503
34848,557673
34849,387052
34850,1532776
34851,1967416
34854,1359969
34855,523363
34856,2414415
34857,247410
34858,896572
34859,2002889
34860,1503016
34862,2845387
34863,2069174
34864,1139824
34865,1655609
34866,2852639
34868,225004
34869,1685161
34871,177908
34873,1049329
34874,1685748
34875,1734240
34877,2331400
34880,196925
34881,1213642
34884,2393313
34885,619051
34886,2797731
34887,2744698
34888,1478191
34889,1905715
34892,3090818
34893,1029628
34897,1246769
34899,1041112
34901,1145471
34902,943022
34904,1019407
34905,2402781
34906,1510784
34907,4347393
34908,2488524
34910,725362
34912,2285289
34913,933754
34914,1747180
34915,6529068
34917,855030
34918,1447676
34919,819554
34920,3634617
34922,2520543
34923,856617
34925,1765176
34926,7808460
34927,3357860
34928,1006493
34929,4303938
34930,7348734
34933,2106387
34934,836366
34935,1589565
34937,1302329
34938,1562682
34939,1076112
34941,1565020
34944,2774721
34949,1129104
34952,1133943
34953,1030712
34954,2068126
34955,530946
34956,550225
34960,488496
34961,1112826
34965,693877
34966,2639972
34967,1679816
34970,39719
34971,1457558
34972,3007218
34973,25310
34975,2605136
34976,3404348
34977,615667
34979,2607753
34981,4522779
34983,2981658
34984,2057649
34985,1123827
34987,2575728
34989,2233496
34991,581867
34992,2738296
34993,392831
34994,799867
34996,2650513
34997,984056
34999,1647934
35001,2015322
35002,2189852
35003,1264678
35004,997302
35005,2816119
35006,1478733
35007,1394066
35010,1241444
35013,2166040
35015,1143977
35017,1215135
35019,1167251
35021,1202671
35022,1597786
35023,2970473
35024,2820692
35025,2468616
35027,1311626
35029,1114303
35033,1270840
35034,2655601
35036,2844892
35038,1716733
35040,526510
35041,1476671
35042,500281
35045,1776761
35046,680
35048,1288002
35049,1721548
35050,1049066
35051,1595329
35053,1136588
35055,1387048
35056,1414437
35057,283951
35058,1377650
35061,1395797
35062,972930
35065,3575714
35067,496065
35069,863894
35070,1992250
35071,1484941
35072,3899290
35073,1757238
35075,2789634
35076,663388
35077,864856
35078,1678796
35079,473869
35080,898061
35081,3571093
35082,2177028
35086,1532972
35087,1763746
35088,3150641
35089,1619695
35090,531568
35091,1223524
35092,1525572
35094,1512641
35097,483127
35098,4013773
35099,741473
35100,1198202
35101,2028493
35107,3312930
35108,2983781
35110,1536474
35111,744910
35112,463024
35113,1414681
35114,3628458
35115,2595037
35116,44178
35117,1200474
35119,1174746
35122,1899098
35123,3124789
35125,683328
35126,6547152
35128,1715794
35130,115601
35133,1220307
35134,1903239
35135,2835948
35136,2175952
35137,1012505
35138,1131981
35139,2916425
35142,991287
35143,375366
35144,2700444
35146,668882
35147,2096576
35148,1574435
35149,1407179
35151,801188
35152,931592
35154,1263177
35155,1244126
35159,89650
35160,436119
35162,641207
35166,1464835
35168,1525579
35171,1499232
35172,1799944
35173,2656985
35174,92804
35175,257829
35177,543240
35178,3325469
35180,2719887
35181,511788
35187,3905141
35188,1682315
35191,1085948
35196,4112720
35197,2398754
35198,1629180
35200,683267
35201,1537981
35203,1167914
35204,649515
35205,624361
35206,2637988
35207,1235011
35208,1477055
35209,3959861
35210,3019654
35211,1098945
35212,417629
35213,1968970
35214,945178
35215,1162056
35216,161871
35217,1502028
35218,1022684
35221,432262
35222,1655123
35224,1438654
35225,1307767
35226,1927362
35227,1124830
35228,2614181
35232,769887
35235,280492
35236,1521277
35238,1531103
35239,1669734
35240,1035157
35241,1416111
35245,449656
35247,1048236
35249,31460
35252,1308003
35253,2663880
35254,4525889
35255,1635931
35256,3725249
35257,1979437
35258,2607684
35260,604977
35261,539120
35262,3083615
35263,3200419
35265,735099
35266,3192145
35268,2907902
35270,1916191
35271,2164038
35273,1209504
35274,1339612
35277,5907675
35278,1038050
35281,2122421
35282,501798
35283,1120103
35284,3594090
35285,2259994
35286,2024156
35287,334290
35288,3610927
35291,868032
35292,1003556
35295,2600
35297,805436
35298,1174077
35299,1600543
35300,622822
35301,1453105
35302,1840970
35303,1631719
35305,1791274
35306,238570
35307,1664907
35308,734459
35309,156361
35310,4878835
35311,1546505
35313,1200188
35314,3446523
35315,1464588
35316,2083029
35317,1411239
35318,340528
35320,819504
35321,1194781
35322,2877767
35324,688311
35325,1692453
35326,1567807
35327,969995
35328,1341599
35329,3070226
35330,2455704
35335,236582
35336,1294673
35337,1616355
35339,2178570
35340,1458377
35341,352114
35342,1178327
35343,508851
35344,928190
35345,2286793
35348,2053
35349,1942812
35350,1647142
35351,985915
35352,167904
35354,3475163
35355,529904
35357,1646304
35362,684418
35364,2019167
35367,789647
35368,620977
35369,826052
35371,1050441
35372,2515210
35374,451897
35375,803893
35376,1182336
35377,642665
35378,1598797
35380,1735838
35381,365878
35382,803901
35383,2823438
35384,985163
35385,1184749
35386,583826
35389,1918771
35392,985056
35393,2504674
35394,1749234
35395,2430322
35396,1531314
35397,1109810
35399,5280306
35402,470445
35403,1898015
35405,1732805
35407,4258030
35408,445491
35409,2049382
35410,2013933
35412,2627052
35413,904812
35414,904859
35416,838154
35417,3882779
35418,471551
35419,1978892
35420,495493
35421,3252915
35423,1657602
35424,655517
35425,4470344
35427,507415
35428,2788057
35429,1428200
35430,951509
35431,3266678
35432,684562
35434,2190282
35436,4212538
35437,1461452
35438,1639261
35439,326508
35441,2633329
35442,976663
35443,3513980
35445,2045717
35448,1822084
35450,2132208
35451,3882784
35453,1568826
35454,604874
35455,730183
35456,2931715
35457,1536715
35460,3512034
35462,2869151
35463,2781681
35464,504101
35465,256145
35466,1620930
35470,964686
35473,1772888
35474,1801182
35475,642349
35476,2642604
35477,1447978
35482,1318774
35483,4005782
35486,3021665
35487,2366586
35488,1898146
35490,272189
35491,2061535
35493,2971956
35494,2159086
35495,391841
35496,666289
35497,1891369
35498,288604
35500,2477447
35501,2140461
35503,433794
35504,117095
35505,2560311
35506,1742037
35507,470824
35509,2300204
35510,1258538
35511,3448904
35512,2524160
35513,174960
35515,1836529
35517,975529
35521,3670844
35522,165677
35523,1576921
35525,3727783
35526,2764393
35527,2989661
35528,463657
35529,3342395
35530,2943147
35531,2614806
35532,2416644
35533,2035314
35535,421446
35536,880417
35537,1531943
35540,3142011
35541,1440341
35542,3586366
35543,2217119
35545,1357278
35546,2227880
35548,1827137
35549,126737
35550,2358496
35551,634844
35552,982779
35553,789894
35556,2148337
35557,2190607
35558,1213874
35559,434788
35560,1760084
35562,2641413
35564,190639
35565,2475759
35567,1001149
35568,1370834
35569,616051
35570,896288
35571,1202872
35572,1457476
35573,1776057
35575,1477699
35577,2562518
35578,1972376
35579,1077149
35580,2767739
35584,2537199
35586,940724
35587,2079992
35588,1287127
35592,466737
35593,1526132
35594,2562748
35601,2930381
35602,190067
35603,2729911
35604,2412422
35605,1916531
35606,3519969
35607,1801571
35608,3811938
35611,1792720
35612,4220534
35613,3700650
35616,861043
35617,786508
35618,820777
35619,685343
35620,1242795
35621,234420
35623,2706314
35624,517147
35626,1408015
35627,2036157
35628,463484
35631,1566678
35632,10945
35633,1838068
35634,1089677
35638,180304
35641,1353493
35642,946995
35643,1456308
35644,899969
35645,61626
35646,2440816
35650,927538
35651,2800215
35652,2026613
35653,1537016
35654,1493153
35655,388454
35656,3870565
35657,1166935
35658,2852193
35659,1329600
35660,1328984
35662,813469
35663,1730418
35665,480464
35667,412592
35669,1807058
35672,1553572
35673,1434281
35676,2608591
35678,1968556
35679,539609
35680,1164215
35681,1169904
35682,3693091
35684,930960
35685,1444657
35686,318060
35687,1423956
35689,3222016
35690,1523738
35691,2282679
35692,634863
35693,2358908
35695,321335
35696,1441322
35697,2141159
35698,1507194
35699,2813952
35700,1857905
35701,3154672
35702,5020590
35703,2524881
35704,2710002
35705,1913933
35706,457202
35707,1800289
35708,2264072
35709,2178548
35710,1105012
35711,3405739
35712,1845216
35713,2842521
35715,2835340
35717,2796747
35718,543968
35719,2292882
35722,45602
35724,1168340
35725,1117607
35726,57125
35727,1402173
35729,2426416
35730,1649107
35731,3371118
35733,1868712
35735,1814004
35736,1699689
35737,519425
35739,2572824
35741,1104843
35742,1725416
35743,513150
35744,1463467
35745,3150696
35746,1384596
35747,773247
35748,1934213
35749,1642812
35750,962446
35751,2547844
35752,716545
35754,348221
35755,1084613
35760,2449285
35761,3841964
35762,970517
35763,2950230
35764,507780
35765,4771
35766,1348240
35770,1026948
35773,4027371
35775,3385211
35776,4478041
35777,3337710
35778,1468092
35779,2676618
35780,2343386
35781,973271
35784,666773
35785,1367218
35786,3205100
35788,1477692
35789,1496235
35790,1902209
35791,2199169
35792,644723
35793,2361626
35794,43467
35795,1894893
35796,3250341
35798,1666938
35799,977126
35800,2620831
35801,8934
35802,892960
35803,929781
35804,1424904
35805,688762
35807,1025621
35808,1915523
35809,878514
35810,1668439
35813,2649701
35816,4480238
35817,2423212
35818,529073
35819,2381814
35820,281121
35821,1457986
35822,780887
35824,150401
35826,1457945
35829,895920
35830,1968782
35832,425309
35833,1636497
35834,1965115
35835,205434
35838,2061503
35842,873251
35845,7452978
35846,1311825
35847,2416013
35849,1708344
35851,1495641
35852,998642
35853,2812231
35855,1943685
35856,1953489
35857,2727354
35859,921263
35862,436095
35863,2663967
35864,291455
35865,1210480
35867,1331218
35868,633569
35869,1183863
35870,1069169
35872,2756127
35873,3246324
35874,1129181
35876,742933
35877,390850
35878,1616996
35880,804463
35881,1871509
35882,759852
35883,1207471
35885,2254079
35886,1517642
35887,529481
35888,1386324
35889,3563698
35890,2398523
35893,1479046
35894,1723179
35895,1019856
35898,3266472
35902,1736395
35906,1501130
35907,277210
35909,3623705
35912,5509574
35915,1855251
35919,2964230
35920,2170591
35922,1052814
35923,1923689
35925,1479288
35926,1357940
35927,1410476
35928,1087305
35931,4227242
35933,1002482
35935,2145923
35937,1595325
35938,2002266
35939,2318241
35941,2062842
35942,1325055
35943,1632820
35946,2759623
35947,993145
35948,176299
35949,4132452
35953,1227432
35955,24538
35956,1586642
35957,987048
35958,1697122
35959,2229566
35960,1900846
35962,793966
35963,720687
35964,402101
35967,2170972
35969,3413490
35972,1429353
35974,1657
35975,1443146
35976,766547
35978,1496607
35979,1831796
35981,2467134
35982,780618
35983,934913
35985,665889
35987,1829948
35991,1037191
35992,2074859
35999,2537819
36001,1678750
36002,2746350
36003,527759
36004,1887476
36005,2213198
36006,689666
36007,1088226
36008,661898
36011,2051321
36012,29407
36013,2920333
36014,2127025
36015,1490398
36016,1545588
36017,1792835
36018,1317048
36019,2178353
36021,4149424
36025,2842101
36026,3547560
36028,2926529
36031,248335
36035,17501
36036,1622821
36038,1779913
36040,1446768
36042,3557664
36044,1889235
36045,3095614
36047,1914523
36048,1526150
36052,3330885
36053,2958034
36054,738120
36055,3211287
36056,948778
36057,1405191
36059,3405450
36061,747182
36062,1475961
36063,969891
36064,2565476
36066,1108770
36069,1295541
36070,1033862
36071,1624606
36073,2757880
36074,1433278
36075,934131
36077,544958
36078,1319618
36080,994501
36081,724230
36083,634124
36084,1553463
36086,2118182
36088,1732168
36089,2409731
36090,904113
36091,228474
36093,1435599
36095,2626604
36096,1949516
36098,1541609
36099,40012
36100,595859
36101,2518103
36102,2757440
36103,2042793
36105,2973295
36106,4340237
36108,175802
36109,2967691
36111,1243409
36112,551154
36115,1079495
36116,1876807
36117,1268782
36118,778094
36119,251711
36120,1537418
36121,1430622
36122,1664453
36123,1530117
36124,1861694
36125,1474593
36128,1154445
36129,1185361
36131,619281
36132,2614335
36133,2780039
36134,1347234
36136,3856278
36137,2734186
36138,1741074
36142,3800742
36143,95958
36147,1035558
36149,1052880
36150,3109086
36152,2160671
36155,1980775
36158,4934483
36159,377608
36160,1581105
36163,3089953
36164,1294375
36165,806951
36166,2570162
36169,2320816
36170,1404890
36171,913675
36172,352583
36174,991077
36175,524183
36176,204781
36177,1081439
36178,1758052
36179,1275862
36184,1070372
36188,1159636
36191,2351995
36192,324559
36193,1298709
36194,1513728
36195,1534678
36196,3341492
36197,1916726
36199,758211
36200,2722674
36201,1915533
36202,1073078
36203,1566351
36207,943996
36211,491841
36212,1186604
36214,1349033
36216,387224
36217,2274648
36218,1857648
36220,1441403
36223,1452600
36224,2939521
36225,1740430
36227,1444255
36228,209277
36229,2531458
36230,65336
36232,1911341
36238,2944573
36239,4428893
36240,1673643
36241,313472
36242,3779963
36245,631701
36246,360888
36247,1275218
36248,1697052
36251,43037
36252,1685732
36253,1316597
36254,3349003
36255,4802294
36257,1111920
36258,1924989
36262,3287901
36263,1787298
36266,1024290
36267,2007565
36268,1136896
36270,1789137
36271,782287
36276,940260
36277,1248943
36279,1038800
36280,2354812
36281,609138
36282,2123529
36284,2044039
36285,375395
36286,1655075
36287,512406
36288,1690969
36290,784166
36291,3179508
36292,2124409
36294,766333
36295,2222309
36299,488412
36301,2024402
36302,7422
36304,570512
36305,1606685
36306,1551757
36307,1049303
36308,714129
36309,2107009
36311,2339413
36312,2272623
36313,1328776
36314,2144990
36316,4082247
36319,2004843
36320,1440539
36321,2976769
36322,2489779
36323,2439692
36325,1954444
36326,1075342
36328,789455
36330,6121294
36331,30087
36332,1648327
